epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,6051.48,0.32774,0.3748,1.00101,0.97001,0.90275,0.93911,0.86211,0.48097,0.53131,0.75404,0.000671301,0.000671301,0.000671301
183,6067.49,0.31137,0.34379,0.98255,0.97186,0.89428,0.93907,0.85531,0.48552,0.52597,0.75408,0.0006658,0.0006658,0.0006658
184,6082.42,0.29777,0.36128,0.99107,0.97141,0.89781,0.9385,0.86159,0.45329,0.55134,0.72906,0.000660299,0.000660299,0.000660299
185,6097.27,0.31967,0.35903,0.9967,0.96593,0.91593,0.92892,0.84531,0.46925,0.56729,0.7438,0.000654798,0.000654798,0.000654798
186,6112.19,0.32421,0.44828,1.00614,0.95448,0.9057,0.92951,0.85204,0.44963,0.55251,0.71901,0.000649297,0.000649297,0.000649297
187,6126.8,0.31794,0.37407,1.00762,0.96112,0.9057,0.94516,0.86237,0.46829,0.59146,0.72926,0.000643795,0.000643795,0.000643795
188,6141.35,0.3251,0.39595,0.99814,0.98105,0.91404,0.94065,0.86647,0.48019,0.55879,0.72113,0.000638294,0.000638294,0.000638294
189,6155.98,0.30627,0.36126,1.00004,0.96657,0.91221,0.93862,0.86338,0.48956,0.56568,0.73101,0.000632793,0.000632793,0.000632793
190,6170.54,0.30455,0.34748,0.98939,0.97008,0.9222,0.94875,0.87053,0.47684,0.53945,0.72573,0.000627292,0.000627292,0.000627292
191,6185.12,0.30326,0.3736,0.98407,0.9509,0.92929,0.95041,0.87336,0.48922,0.55801,0.74544,0.000621791,0.000621791,0.000621791
192,6199.65,0.2916,0.36136,0.98993,0.95911,0.91447,0.94106,0.86325,0.46683,0.49636,0.72349,0.00061629,0.00061629,0.00061629
193,6214.32,0.31528,0.37493,1.01237,0.9593,0.9216,0.95138,0.86682,0.4698,0.48547,0.72346,0.000610789,0.000610789,0.000610789
194,6229.02,0.30479,0.35098,0.99565,0.95133,0.90446,0.95417,0.86084,0.48771,0.51845,0.73708,0.000605288,0.000605288,0.000605288
195,6244.34,0.31731,0.35388,1.00252,0.94129,0.9057,0.95027,0.87167,0.48158,0.54561,0.73612,0.000599787,0.000599787,0.000599787
196,6259.17,0.31169,0.35562,0.98404,0.95367,0.9057,0.94661,0.87031,0.47174,0.51689,0.72794,0.000594286,0.000594286,0.000594286
197,6273.82,0.29261,0.37101,0.99787,0.9323,0.91609,0.94581,0.86705,0.49207,0.5608,0.75249,0.000588784,0.000588784,0.000588784
198,6288.67,0.29177,0.33716,0.98744,0.95073,0.89731,0.955,0.8582,0.51143,0.57666,0.77544,0.000583283,0.000583283,0.000583283
199,6303.35,0.29046,0.33341,0.99517,0.95148,0.91538,0.95426,0.86017,0.47566,0.52408,0.73351,0.000577782,0.000577782,0.000577782
200,6318.18,0.28671,0.34634,0.98254,0.96226,0.90614,0.9537,0.86456,0.47529,0.51209,0.73395,0.000572281,0.000572281,0.000572281
201,6332.96,0.29957,0.33887,0.99205,0.95372,0.9034,0.94799,0.85376,0.46893,0.5202,0.72534,0.00056678,0.00056678,0.00056678
202,6347.85,0.28537,0.34216,0.98145,0.93828,0.92316,0.94194,0.85054,0.4361,0.49165,0.69647,0.000561279,0.000561279,0.000561279
203,6362.63,0.29497,0.33502,0.99188,0.96567,0.89557,0.93964,0.8438,0.4615,0.48382,0.72489,0.000555778,0.000555778,0.000555778
204,6377.35,0.29935,0.36292,0.99025,0.96065,0.8886,0.94153,0.8417,0.48127,0.51686,0.74786,0.000550277,0.000550277,0.000550277
205,6392.13,0.29163,0.33086,0.99106,0.96915,0.89737,0.93831,0.85614,0.45993,0.52601,0.72831,0.000544776,0.000544776,0.000544776
206,6406.85,0.28829,0.34831,0.98834,0.97745,0.8886,0.94225,0.86335,0.46018,0.52882,0.72532,0.000539275,0.000539275,0.000539275
207,6421.6,0.29652,0.34713,1.00538,0.96315,0.8886,0.9422,0.86025,0.47325,0.49519,0.73584,0.000533773,0.000533773,0.000533773
208,6436.23,0.27396,0.32606,0.97836,0.9656,0.89027,0.93698,0.84434,0.48288,0.52477,0.743,0.000528272,0.000528272,0.000528272
209,6450.83,0.29009,0.33546,0.99133,0.96976,0.90303,0.93309,0.85686,0.45303,0.49121,0.70617,0.000522771,0.000522771,0.000522771
210,6465.37,0.29661,0.31384,0.99924,0.96152,0.89737,0.92861,0.83928,0.47373,0.49136,0.72997,0.00051727,0.00051727,0.00051727
211,6480.06,0.30592,0.36708,0.99199,0.97052,0.88738,0.92552,0.83459,0.50182,0.53778,0.75239,0.000511769,0.000511769,0.000511769
212,6494.73,0.27902,0.33835,0.97938,0.95886,0.91163,0.92582,0.82994,0.51655,0.55574,0.75579,0.000506268,0.000506268,0.000506268
213,6509.37,0.30699,0.3458,0.99521,0.94937,0.91404,0.93502,0.84426,0.48682,0.52285,0.74394,0.000500767,0.000500767,0.000500767
214,6523.94,0.29278,0.32769,0.96697,0.9458,0.91219,0.94141,0.85871,0.47123,0.50292,0.72513,0.000495266,0.000495266,0.000495266
215,6538.62,0.28738,0.34904,0.97571,0.95588,0.92601,0.94125,0.85993,0.47606,0.51504,0.74457,0.000489765,0.000489765,0.000489765
216,6553.24,0.29608,0.32289,1.01159,0.96196,0.8886,0.93805,0.84222,0.51227,0.56276,0.7832,0.000484263,0.000484263,0.000484263
217,6567.76,0.28937,0.34267,0.99136,0.94099,0.88125,0.93842,0.83666,0.52936,0.57286,0.78112,0.000478762,0.000478762,0.000478762
218,6582.37,0.27565,0.31315,0.9831,0.94975,0.9032,0.94541,0.86062,0.47777,0.50652,0.72926,0.000473261,0.000473261,0.000473261
219,6596.97,0.28279,0.32737,0.98571,0.96561,0.90709,0.94448,0.86535,0.47361,0.53122,0.72368,0.00046776,0.00046776,0.00046776
220,6611.48,0.27644,0.33268,0.97997,0.97784,0.90614,0.94344,0.86438,0.47952,0.53121,0.72455,0.000462259,0.000462259,0.000462259
221,6626.01,0.29168,0.34057,0.97985,0.97277,0.9197,0.93641,0.85502,0.49144,0.54356,0.73728,0.000456758,0.000456758,0.000456758
222,6640.45,0.29135,0.3148,0.98804,0.96425,0.92325,0.9373,0.85972,0.46267,0.50686,0.71041,0.000451257,0.000451257,0.000451257
223,6655.02,0.2787,0.33274,0.97608,0.97972,0.9001,0.93779,0.86338,0.45103,0.50753,0.70377,0.000445756,0.000445756,0.000445756
224,6669.61,0.29319,0.33924,0.98366,0.97466,0.90614,0.94061,0.84754,0.45825,0.48016,0.71183,0.000440255,0.000440255,0.000440255
225,6684.19,0.28688,0.31979,0.96642,0.97647,0.90614,0.94061,0.85712,0.46917,0.48642,0.73344,0.000434754,0.000434754,0.000434754
226,6698.71,0.27921,0.30109,0.97701,0.97713,0.90614,0.9338,0.86141,0.46159,0.5205,0.72625,0.000429253,0.000429253,0.000429253
227,6713.18,0.28941,0.33907,0.99826,0.96332,0.91301,0.9375,0.86923,0.45959,0.54551,0.72476,0.000423751,0.000423751,0.000423751
228,6727.66,0.26875,0.31516,0.97241,0.97621,0.89737,0.93681,0.86368,0.45416,0.54998,0.71005,0.00041825,0.00041825,0.00041825
229,6742.15,0.27897,0.32039,0.97715,0.96206,0.91232,0.93118,0.86069,0.4544,0.55828,0.71175,0.000412749,0.000412749,0.000412749
230,6756.68,0.25088,0.29002,0.96033,0.98138,0.91292,0.93258,0.85867,0.45358,0.54118,0.71183,0.000407248,0.000407248,0.000407248
231,6771.15,0.24799,0.281,0.97276,0.9784,0.90614,0.94083,0.85619,0.45579,0.51055,0.71446,0.000401747,0.000401747,0.000401747
232,6785.69,0.26357,0.31061,0.96698,0.97997,0.90524,0.94637,0.86432,0.45426,0.49762,0.71221,0.000396246,0.000396246,0.000396246
233,6800.1,0.26674,0.29346,0.96973,0.9697,0.90658,0.94716,0.85093,0.47232,0.52321,0.73239,0.000390745,0.000390745,0.000390745
234,6814.59,0.26198,0.31889,0.98439,0.98047,0.88825,0.93055,0.84081,0.47587,0.54555,0.73103,0.000385244,0.000385244,0.000385244
235,6829.32,0.2568,0.34529,0.95746,0.98049,0.88732,0.92877,0.83897,0.47791,0.52966,0.73745,0.000379743,0.000379743,0.000379743
236,6843.74,0.26844,0.30965,0.96808,0.97073,0.90232,0.93583,0.84717,0.46844,0.51796,0.7231,0.000374242,0.000374242,0.000374242
237,6858.17,0.28544,0.3352,0.98061,0.96902,0.90538,0.93743,0.86041,0.46461,0.50347,0.71914,0.00036874,0.00036874,0.00036874
238,6872.78,0.29444,0.32214,1.00244,0.97927,0.92325,0.93741,0.86107,0.46015,0.47653,0.72084,0.000363239,0.000363239,0.000363239
239,6887.41,0.27205,0.31714,0.97078,0.97738,0.91447,0.93647,0.85823,0.45659,0.4657,0.71575,0.000357738,0.000357738,0.000357738
240,6901.92,0.28338,0.3796,0.99658,0.97825,0.91258,0.9326,0.85161,0.46297,0.4925,0.71541,0.000352237,0.000352237,0.000352237
241,6916.45,0.26089,0.32123,0.96161,0.96614,0.91447,0.92958,0.85494,0.45723,0.49992,0.71349,0.000346736,0.000346736,0.000346736
242,6930.96,0.25979,0.29016,0.96538,0.96674,0.91447,0.93821,0.86243,0.45413,0.48687,0.7169,0.000341235,0.000341235,0.000341235
243,6945.43,0.27947,0.30197,0.98045,0.98029,0.90041,0.93342,0.85167,0.45604,0.51093,0.71951,0.000335734,0.000335734,0.000335734
244,6959.85,0.276,0.30978,0.99239,0.95179,0.91447,0.9369,0.8606,0.46692,0.54011,0.73337,0.000330233,0.000330233,0.000330233
245,6974.45,0.26876,0.2932,0.99912,0.96272,0.92325,0.94532,0.86831,0.47403,0.51551,0.72951,0.000324732,0.000324732,0.000324732
246,6989.03,0.24424,0.2906,0.95875,0.96453,0.91447,0.94814,0.86984,0.47021,0.51398,0.73078,0.000319231,0.000319231,0.000319231
247,7003.6,0.26653,0.30016,0.97422,0.98062,0.90263,0.94335,0.85635,0.47526,0.53806,0.73034,0.000313729,0.000313729,0.000313729
248,7018.32,0.25477,0.28574,0.95908,0.9821,0.90253,0.93676,0.85672,0.46605,0.53733,0.71977,0.000308228,0.000308228,0.000308228
249,7032.91,0.27075,0.2899,0.97101,0.95714,0.91209,0.93003,0.8461,0.45298,0.51379,0.70335,0.000302727,0.000302727,0.000302727
250,7047.36,0.2827,0.3467,0.97418,0.94383,0.92919,0.92931,0.85278,0.45202,0.48786,0.70382,0.000297226,0.000297226,0.000297226
251,7061.91,0.2613,0.28846,0.96448,0.95696,0.92483,0.93828,0.85972,0.46247,0.49735,0.71426,0.000291725,0.000291725,0.000291725
252,7076.39,0.27301,0.30312,0.97758,0.97739,0.91491,0.94381,0.86438,0.46827,0.5023,0.71634,0.000286224,0.000286224,0.000286224
253,7090.99,0.26975,0.29768,0.97125,0.97904,0.91491,0.94391,0.8641,0.46029,0.49696,0.70296,0.000280723,0.000280723,0.000280723
254,7105.51,0.25213,0.26868,0.97134,0.97647,0.91037,0.93892,0.86107,0.45771,0.5069,0.70591,0.000275222,0.000275222,0.000275222
255,7119.93,0.25519,0.31388,0.96765,0.97402,0.92036,0.93225,0.86266,0.44794,0.51786,0.70178,0.000269721,0.000269721,0.000269721
256,7134.42,0.24179,0.26083,0.95218,0.96755,0.90458,0.94011,0.87178,0.44103,0.51151,0.69843,0.00026422,0.00026422,0.00026422
257,7148.86,0.2518,0.26859,0.95797,0.96577,0.90614,0.94046,0.87573,0.46046,0.52944,0.71724,0.000258718,0.000258718,0.000258718
258,7163.4,0.24585,0.29787,0.96523,0.95643,0.92118,0.93984,0.873,0.46435,0.52062,0.71539,0.000253217,0.000253217,0.000253217
259,7177.97,0.27417,0.29048,0.97674,0.96359,0.9223,0.94278,0.87522,0.4651,0.52472,0.71602,0.000247716,0.000247716,0.000247716
260,7192.49,0.26127,0.27355,0.96883,0.96739,0.90954,0.94154,0.87213,0.45844,0.51428,0.70591,0.000242215,0.000242215,0.000242215
261,7255.57,0.25974,0.30777,0.97436,0.95368,0.91378,0.93604,0.86789,0.44371,0.49983,0.69786,0.000236714,0.000236714,0.000236714
262,7271.11,0.2789,0.30742,0.97435,0.95925,0.90729,0.93917,0.87021,0.43994,0.50064,0.69999,0.000231213,0.000231213,0.000231213
263,7286.62,0.25122,0.26971,0.95838,0.96084,0.9057,0.94564,0.87338,0.44231,0.49249,0.70124,0.000225712,0.000225712,0.000225712
264,7301.48,0.25486,0.29305,0.97272,0.96603,0.90454,0.94669,0.8758,0.44449,0.49798,0.70226,0.000220211,0.000220211,0.000220211
265,7316.02,0.26171,0.26475,0.96323,0.93495,0.92957,0.94329,0.86489,0.459,0.50716,0.72073,0.00021471,0.00021471,0.00021471
266,7330.52,0.2498,0.28472,0.9621,0.93577,0.92024,0.93961,0.86705,0.4672,0.53034,0.73069,0.000209209,0.000209209,0.000209209
267,7345.03,0.25691,0.30654,0.98103,0.95546,0.90262,0.93874,0.86305,0.46611,0.53769,0.72085,0.000203707,0.000203707,0.000203707
268,7359.66,0.23872,0.26061,0.95125,0.95713,0.8886,0.94118,0.866,0.46282,0.54828,0.71794,0.000198206,0.000198206,0.000198206
269,7374.38,0.24487,0.27557,0.97674,0.95981,0.89255,0.93901,0.8683,0.45667,0.55055,0.71488,0.000192705,0.000192705,0.000192705
270,7388.93,0.22822,0.26809,0.96546,0.95439,0.89693,0.93873,0.86629,0.44783,0.54589,0.70539,0.000187204,0.000187204,0.000187204
271,7403.45,0.23894,0.26122,0.95378,0.95243,0.89693,0.93725,0.86008,0.46084,0.54823,0.72063,0.000181703,0.000181703,0.000181703
272,7418.02,0.245,0.28486,0.9555,0.95439,0.89796,0.93132,0.85741,0.46928,0.56992,0.73502,0.000176202,0.000176202,0.000176202
273,7432.57,0.24399,0.28201,0.96644,0.96814,0.8886,0.93267,0.85772,0.46779,0.56079,0.72956,0.000170701,0.000170701,0.000170701
274,7447.1,0.26349,0.27686,0.96433,0.97091,0.90221,0.94189,0.86361,0.47279,0.54653,0.73283,0.0001652,0.0001652,0.0001652
275,7461.71,0.24394,0.2709,0.96808,0.9686,0.89737,0.94146,0.8654,0.4803,0.54785,0.74064,0.000159699,0.000159699,0.000159699
276,7476.79,0.26035,0.2921,0.97001,0.97254,0.89737,0.94173,0.87264,0.47357,0.56682,0.73411,0.000154198,0.000154198,0.000154198
277,7491.82,0.24214,0.28002,0.96233,0.96265,0.89737,0.93816,0.87321,0.46412,0.57561,0.72624,0.000148696,0.000148696,0.000148696
278,7506.77,0.26856,0.30492,0.97575,0.96041,0.90423,0.93357,0.86916,0.47312,0.5932,0.73711,0.000143195,0.000143195,0.000143195
279,7521.54,0.25226,0.27558,0.95799,0.9672,0.90433,0.92991,0.86644,0.47709,0.58758,0.73787,0.000137694,0.000137694,0.000137694
280,7536.46,0.22731,0.27868,0.95497,0.96772,0.9057,0.93592,0.866,0.48044,0.57165,0.73857,0.000132193,0.000132193,0.000132193
281,7551.12,0.24519,0.33034,0.97015,0.9605,0.9057,0.93367,0.86779,0.48475,0.57056,0.73974,0.000126692,0.000126692,0.000126692
282,7565.63,0.24453,0.28167,0.9599,0.97132,0.89849,0.93436,0.8689,0.47196,0.55742,0.72462,0.000121191,0.000121191,0.000121191
283,7580.23,0.23968,0.25646,0.9645,0.97747,0.89599,0.93437,0.87055,0.47659,0.57231,0.73227,0.00011569,0.00011569,0.00011569
284,7594.8,0.23202,0.26468,0.95772,0.97864,0.89421,0.93447,0.8691,0.48147,0.58442,0.73771,0.000110189,0.000110189,0.000110189
285,7609.33,0.23761,0.28787,0.94277,0.97573,0.8965,0.93707,0.87002,0.48131,0.58159,0.73702,0.000104688,0.000104688,0.000104688
286,7623.96,0.25496,0.29193,0.97499,0.9785,0.89737,0.93843,0.86846,0.49021,0.59182,0.74984,9.91865e-05,9.91865e-05,9.91865e-05
287,7638.58,0.25334,0.26411,0.97561,0.97469,0.89737,0.94196,0.87396,0.48845,0.57995,0.74871,9.36854e-05,9.36854e-05,9.36854e-05
288,7653.13,0.2208,0.25215,0.94908,0.96934,0.89737,0.93999,0.87099,0.48473,0.5684,0.74432,8.81843e-05,8.81843e-05,8.81843e-05
289,7667.64,0.22996,0.25068,0.95394,0.97382,0.89257,0.93924,0.86848,0.48184,0.55416,0.73863,8.26832e-05,8.26832e-05,8.26832e-05
290,7682.3,0.22225,0.25992,0.95191,0.9533,0.89737,0.93565,0.86718,0.48339,0.55588,0.73842,7.71821e-05,7.71821e-05,7.71821e-05
291,7726.39,0.27118,0.54515,1.01658,0.95394,0.89521,0.93497,0.85401,0.4926,0.58966,0.74925,7.1681e-05,7.1681e-05,7.1681e-05
292,7741.54,0.22651,0.24668,0.96338,0.94871,0.89737,0.93413,0.84555,0.48328,0.58214,0.74735,6.61799e-05,6.61799e-05,6.61799e-05
293,7756.02,0.22428,0.21019,0.96957,0.95569,0.89737,0.92983,0.84899,0.46404,0.57188,0.72218,6.06788e-05,6.06788e-05,6.06788e-05
294,7770.47,0.20791,0.19363,0.93165,0.95798,0.89737,0.92794,0.85453,0.45764,0.55266,0.71692,5.51777e-05,5.51777e-05,5.51777e-05
295,7784.93,0.24852,0.29544,1.01992,0.96106,0.89737,0.92844,0.85122,0.45848,0.54597,0.71598,4.96766e-05,4.96766e-05,4.96766e-05
296,7799.52,0.20214,0.19389,0.95358,0.96484,0.89737,0.92827,0.85051,0.45805,0.5354,0.71694,4.41755e-05,4.41755e-05,4.41755e-05
297,7814.02,0.19138,0.1838,0.9581,0.97132,0.89624,0.92734,0.84824,0.44965,0.54004,0.70824,3.86744e-05,3.86744e-05,3.86744e-05
298,7828.5,0.26,0.21702,0.99264,0.97709,0.89737,0.92619,0.84698,0.45256,0.54569,0.71125,3.31733e-05,3.31733e-05,3.31733e-05
299,7843.03,0.18619,0.20342,0.93362,0.97993,0.89222,0.92734,0.84663,0.45558,0.55271,0.7134,2.76722e-05,2.76722e-05,2.76722e-05
300,7857.54,0.18751,0.17325,0.93659,0.98202,0.88636,0.92787,0.84828,0.45841,0.55927,0.71684,2.21711e-05,2.21711e-05,2.21711e-05
